id,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
8063,male,5-14 years,35,1569519,2.23,Ecuador2015,,"99,290,381,000",6832,Generation Z
8064,female,75+ years,5,241437,2.07,Ecuador2015,,"99,290,381,000",6832,Silent
8065,female,5-14 years,27,1505127,1.79,Ecuador2015,,"99,290,381,000",6832,Generation Z
8066,male,75+ years,13,29955,43.4,El Salvador1990,0.522,"4,817,542,204",1068,G.I. Generation
8067,male,25-34 years,119,339719,35.03,El Salvador1990,0.522,"4,817,542,204",1068,Boomers
8068,male,15-24 years,127,504932,25.15,El Salvador1990,0.522,"4,817,542,204",1068,Generation X
8069,female,15-24 years,112,528567,21.19,El Salvador1990,0.522,"4,817,542,204",1068,Generation X
8070,male,35-54 years,81,427335,18.95,El Salvador1990,0.522,"4,817,542,204",1068,Silent
8071,male,55-74 years,34,201577,16.87,El Salvador1990,0.522,"4,817,542,204",1068,G.I. Generation
8072,female,25-34 years,43,383005,11.23,El Salvador1990,0.522,"4,817,542,204",1068,Boomers
8073,female,35-54 years,24,477092,5.03,El Salvador1990,0.522,"4,817,542,204",1068,Silent
8074,female,55-74 years,9,221802,4.06,El Salvador1990,0.522,"4,817,542,204",1068,G.I. Generation
8075,female,75+ years,1,42375,2.36,El Salvador1990,0.522,"4,817,542,204",1068,G.I. Generation
8076,female,5-14 years,7,671315,1.04,El Salvador1990,0.522,"4,817,542,204",1068,Generation X
8077,male,5-14 years,1,682878,0.15,El Salvador1990,0.522,"4,817,542,204",1068,Generation X
8078,male,75+ years,18,31546,57.06,El Salvador1991,,"5,252,342,400",1148,G.I. Generation
8079,male,25-34 years,88,347533,25.32,El Salvador1991,,"5,252,342,400",1148,Boomers
8080,male,15-24 years,98,513452,19.09,El Salvador1991,,"5,252,342,400",1148,Generation X
8081,male,55-74 years,39,207938,18.76,El Salvador1991,,"5,252,342,400",1148,Silent
8082,female,15-24 years,97,536557,18.08,El Salvador1991,,"5,252,342,400",1148,Generation X
8083,male,35-54 years,76,434946,17.47,El Salvador1991,,"5,252,342,400",1148,Boomers
8084,female,25-34 years,28,392748,7.13,El Salvador1991,,"5,252,342,400",1148,Boomers
8085,female,35-54 years,17,490048,3.47,El Salvador1991,,"5,252,342,400",1148,Boomers
8086,female,75+ years,1,44305,2.26,El Salvador1991,,"5,252,342,400",1148,G.I. Generation
8087,female,55-74 years,3,228668,1.31,El Salvador1991,,"5,252,342,400",1148,Silent
8088,female,5-14 years,8,668713,1.2,El Salvador1991,,"5,252,342,400",1148,Millenials
8089,male,5-14 years,1,680531,0.15,El Salvador1991,,"5,252,342,400",1148,Millenials
8090,male,25-34 years,72,327300,22.0,El Salvador1992,,"5,813,399,300",1266,Boomers
8091,male,55-74 years,36,198300,18.15,El Salvador1992,,"5,813,399,300",1266,Silent
8092,male,35-54 years,71,415900,17.07,El Salvador1992,,"5,813,399,300",1266,Boomers
8093,female,15-24 years,87,582300,14.94,El Salvador1992,,"5,813,399,300",1266,Generation X
8094,male,15-24 years,83,568700,14.59,El Salvador1992,,"5,813,399,300",1266,Generation X
8095,male,75+ years,4,28500,14.04,El Salvador1992,,"5,813,399,300",1266,G.I. Generation
8096,female,25-34 years,34,378700,8.98,El Salvador1992,,"5,813,399,300",1266,Boomers
8097,female,75+ years,2,42600,4.69,El Salvador1992,,"5,813,399,300",1266,G.I. Generation
8098,female,35-54 years,16,453500,3.53,El Salvador1992,,"5,813,399,300",1266,Boomers
8099,female,5-14 years,6,673800,0.89,El Salvador1992,,"5,813,399,300",1266,Millenials
8100,female,55-74 years,2,227500,0.88,El Salvador1992,,"5,813,399,300",1266,Silent
8101,male,5-14 years,6,694500,0.86,El Salvador1992,,"5,813,399,300",1266,Millenials
8102,male,25-34 years,83,339200,24.47,El Salvador1993,,"6,680,269,200",1423,Boomers
8103,male,75+ years,6,30100,19.93,El Salvador1993,,"6,680,269,200",1423,G.I. Generation
8104,male,15-24 years,113,594200,19.02,El Salvador1993,,"6,680,269,200",1423,Generation X
8105,female,15-24 years,81,602300,13.45,El Salvador1993,,"6,680,269,200",1423,Generation X
8106,male,55-74 years,23,202600,11.35,El Salvador1993,,"6,680,269,200",1423,Silent
8107,male,35-54 years,43,425700,10.1,El Salvador1993,,"6,680,269,200",1423,Boomers
8108,female,75+ years,4,45400,8.81,El Salvador1993,,"6,680,269,200",1423,G.I. Generation
8109,female,25-34 years,29,392000,7.4,El Salvador1993,,"6,680,269,200",1423,Boomers
8110,female,35-54 years,19,468000,4.06,El Salvador1993,,"6,680,269,200",1423,Boomers
8111,female,55-74 years,6,233000,2.58,El Salvador1993,,"6,680,269,200",1423,Silent
8112,female,5-14 years,13,670500,1.94,El Salvador1993,,"6,680,269,200",1423,Millenials
8113,male,5-14 years,4,691300,0.58,El Salvador1993,,"6,680,269,200",1423,Millenials
8114,male,25-34 years,124,374095,33.15,El Salvador1995,0.566,"8,921,947,100",1845,Generation X
8115,male,15-24 years,171,534966,31.96,El Salvador1995,0.566,"8,921,947,100",1845,Generation X
8116,male,75+ years,9,36691,24.53,El Salvador1995,0.566,"8,921,947,100",1845,G.I. Generation
8117,female,15-24 years,114,556096,20.5,El Salvador1995,0.566,"8,921,947,100",1845,Generation X
8118,male,35-54 years,90,466571,19.29,El Salvador1995,0.566,"8,921,947,100",1845,Boomers
8119,female,25-34 years,42,427927,9.81,El Salvador1995,0.566,"8,921,947,100",1845,Generation X
8120,male,55-74 years,20,235530,8.49,El Salvador1995,0.566,"8,921,947,100",1845,Silent
8121,female,35-54 years,23,546262,4.21,El Salvador1995,0.566,"8,921,947,100",1845,Boomers
8122,female,5-14 years,16,664854,2.41,El Salvador1995,0.566,"8,921,947,100",1845,Millenials
8123,female,55-74 years,6,260709,2.3,El Salvador1995,0.566,"8,921,947,100",1845,Silent
8124,female,75+ years,1,51334,1.95,El Salvador1995,0.566,"8,921,947,100",1845,G.I. Generation
8125,male,5-14 years,4,681362,0.59,El Salvador1995,0.566,"8,921,947,100",1845,Millenials
8126,male,25-34 years,110,379510,28.98,El Salvador1996,,"9,586,327,800",1959,Generation X
8127,male,75+ years,10,38834,25.75,El Salvador1996,,"9,586,327,800",1959,G.I. Generation
8128,male,15-24 years,128,536760,23.85,El Salvador1996,,"9,586,327,800",1959,Generation X
8129,female,15-24 years,112,559279,20.03,El Salvador1996,,"9,586,327,800",1959,Generation X
8130,male,35-54 years,82,472893,17.34,El Salvador1996,,"9,586,327,800",1959,Boomers
8131,male,55-74 years,40,240800,16.61,El Salvador1996,,"9,586,327,800",1959,Silent
8132,female,25-34 years,22,434209,5.07,El Salvador1996,,"9,586,327,800",1959,Generation X
8133,female,35-54 years,20,557964,3.58,El Salvador1996,,"9,586,327,800",1959,Boomers
8134,female,55-74 years,7,267732,2.61,El Salvador1996,,"9,586,327,800",1959,Silent
8135,female,5-14 years,7,666674,1.05,El Salvador1996,,"9,586,327,800",1959,Millenials
8136,male,5-14 years,2,683884,0.29,El Salvador1996,,"9,586,327,800",1959,Millenials
8137,female,75+ years,0,53852,0.0,El Salvador1996,,"9,586,327,800",1959,G.I. Generation
8138,male,25-34 years,93,384050,24.22,El Salvador1997,,"10,221,705,900",2065,Generation X
8139,male,15-24 years,128,537324,23.82,El Salvador1997,,"10,221,705,900",2065,Generation X
8140,male,35-54 years,106,479586,22.1,El Salvador1997,,"10,221,705,900",2065,Boomers
8141,female,15-24 years,109,561311,19.42,El Salvador1997,,"10,221,705,900",2065,Generation X
8142,male,55-74 years,47,245832,19.12,El Salvador1997,,"10,221,705,900",2065,Silent
8143,male,75+ years,4,40876,9.79,El Salvador1997,,"10,221,705,900",2065,G.I. Generation
8144,female,25-34 years,39,440015,8.86,El Salvador1997,,"10,221,705,900",2065,Generation X
8145,female,35-54 years,28,570003,4.91,El Salvador1997,,"10,221,705,900",2065,Boomers
8146,female,75+ years,2,56321,3.55,El Salvador1997,,"10,221,705,900",2065,G.I. Generation
8147,female,5-14 years,15,670365,2.24,El Salvador1997,,"10,221,705,900",2065,Millenials
8148,female,55-74 years,5,275078,1.82,El Salvador1997,,"10,221,705,900",2065,Silent
8149,male,5-14 years,1,688541,0.15,El Salvador1997,,"10,221,705,900",2065,Millenials
8150,male,25-34 years,94,387565,24.25,El Salvador1998,,"10,936,669,900",2185,Generation X
8151,male,35-54 years,98,486466,20.15,El Salvador1998,,"10,936,669,900",2185,Boomers
8152,male,15-24 years,108,537038,20.11,El Salvador1998,,"10,936,669,900",2185,Generation X
8153,female,15-24 years,92,562249,16.36,El Salvador1998,,"10,936,669,900",2185,Generation X
8154,male,55-74 years,36,250628,14.36,El Salvador1998,,"10,936,669,900",2185,Silent
8155,male,75+ years,5,42770,11.69,El Salvador1998,,"10,936,669,900",2185,G.I. Generation
8156,female,25-34 years,35,445330,7.86,El Salvador1998,,"10,936,669,900",2185,Generation X
8157,female,35-54 years,22,582217,3.78,El Salvador1998,,"10,936,669,900",2185,Boomers
8158,female,5-14 years,13,675678,1.92,El Salvador1998,,"10,936,669,900",2185,Millenials
8159,female,55-74 years,5,282668,1.77,El Salvador1998,,"10,936,669,900",2185,Silent
8160,male,5-14 years,4,695037,0.58,El Salvador1998,,"10,936,669,900",2185,Millenials
8161,female,75+ years,0,58692,0.0,El Salvador1998,,"10,936,669,900",2185,G.I. Generation
8162,male,25-34 years,84,390125,21.53,El Salvador1999,,"11,284,197,000",2229,Generation X
8163,male,15-24 years,115,536426,21.44,El Salvador1999,,"11,284,197,000",2229,Generation X
8164,male,35-54 years,101,493326,20.47,El Salvador1999,,"11,284,197,000",2229,Boomers
8165,male,75+ years,8,44452,18.0,El Salvador1999,,"11,284,197,000",2229,G.I. Generation
8166,female,15-24 years,94,562372,16.71,El Salvador1999,,"11,284,197,000",2229,Generation X
8167,male,55-74 years,33,255222,12.93,El Salvador1999,,"11,284,197,000",2229,Silent
8168,female,25-34 years,28,450238,6.22,El Salvador1999,,"11,284,197,000",2229,Generation X
8169,female,35-54 years,27,594483,4.54,El Salvador1999,,"11,284,197,000",2229,Boomers
8170,female,5-14 years,14,682007,2.05,El Salvador1999,,"11,284,197,000",2229,Millenials
8171,female,55-74 years,5,290451,1.72,El Salvador1999,,"11,284,197,000",2229,Silent
8172,female,75+ years,1,60903,1.64,El Salvador1999,,"11,284,197,000",2229,G.I. Generation
8173,male,5-14 years,5,702754,0.71,El Salvador1999,,"11,284,197,000",2229,Millenials
8174,male,25-34 years,82,391884,20.92,El Salvador2000,0.603,"11,784,927,700",2303,Generation X
8175,male,15-24 years,110,536079,20.52,El Salvador2000,0.603,"11,784,927,700",2303,Generation X
8176,male,35-54 years,91,500065,18.2,El Salvador2000,0.603,"11,784,927,700",2303,Boomers
8177,female,15-24 years,82,562148,14.59,El Salvador2000,0.603,"11,784,927,700",2303,Generation X
8178,male,55-74 years,31,259670,11.94,El Salvador2000,0.603,"11,784,927,700",2303,Silent
8179,male,75+ years,3,45935,6.53,El Salvador2000,0.603,"11,784,927,700",2303,G.I. Generation
8180,female,75+ years,4,62940,6.36,El Salvador2000,0.603,"11,784,927,700",2303,G.I. Generation
8181,female,25-34 years,25,454793,5.5,El Salvador2000,0.603,"11,784,927,700",2303,Generation X
8182,female,35-54 years,23,606774,3.79,El Salvador2000,0.603,"11,784,927,700",2303,Boomers
8183,female,55-74 years,4,298428,1.34,El Salvador2000,0.603,"11,784,927,700",2303,Silent
8184,female,5-14 years,4,688554,0.58,El Salvador2000,0.603,"11,784,927,700",2303,Millenials
8185,male,5-14 years,2,710919,0.28,El Salvador2000,0.603,"11,784,927,700",2303,Millenials
8186,male,15-24 years,130,535877,24.26,El Salvador2001,,"12,282,533,600",2373,Millenials
8187,male,25-34 years,90,395177,22.77,El Salvador2001,,"12,282,533,600",2373,Generation X
8188,male,35-54 years,91,506547,17.96,El Salvador2001,,"12,282,533,600",2373,Boomers
8189,male,75+ years,8,48437,16.52,El Salvador2001,,"12,282,533,600",2373,Silent
8190,male,55-74 years,42,263234,15.96,El Salvador2001,,"12,282,533,600",2373,Silent
8191,female,15-24 years,74,563601,13.13,El Salvador2001,,"12,282,533,600",2373,Millenials
8192,female,25-34 years,27,459669,5.87,El Salvador2001,,"12,282,533,600",2373,Generation X
8193,female,35-54 years,30,618020,4.85,El Salvador2001,,"12,282,533,600",2373,Boomers
8194,female,75+ years,3,65804,4.56,El Salvador2001,,"12,282,533,600",2373,Silent
8195,female,55-74 years,6,304753,1.97,El Salvador2001,,"12,282,533,600",2373,Silent
8196,female,5-14 years,12,695687,1.72,El Salvador2001,,"12,282,533,600",2373,Millenials
8197,male,5-14 years,1,718288,0.14,El Salvador2001,,"12,282,533,600",2373,Millenials
8198,male,75+ years,11,50753,21.67,El Salvador2002,,"12,664,190,300",2421,Silent
8199,male,25-34 years,71,397854,17.85,El Salvador2002,,"12,664,190,300",2421,Generation X
8200,male,15-24 years,95,535886,17.73,El Salvador2002,,"12,664,190,300",2421,Millenials
8201,male,35-54 years,84,513122,16.37,El Salvador2002,,"12,664,190,300",2421,Boomers
8202,male,55-74 years,39,266616,14.63,El Salvador2002,,"12,664,190,300",2421,Silent
8203,female,15-24 years,76,565074,13.45,El Salvador2002,,"12,664,190,300",2421,Millenials
8204,female,25-34 years,18,464461,3.88,El Salvador2002,,"12,664,190,300",2421,Generation X
8205,female,35-54 years,24,629533,3.81,El Salvador2002,,"12,664,190,300",2421,Boomers
8206,female,55-74 years,7,311230,2.25,El Salvador2002,,"12,664,190,300",2421,Silent
8207,female,5-14 years,7,702143,1.0,El Salvador2002,,"12,664,190,300",2421,Millenials
8208,male,5-14 years,4,725313,0.55,El Salvador2002,,"12,664,190,300",2421,Millenials
8209,female,75+ years,0,68473,0.0,El Salvador2002,,"12,664,190,300",2421,Silent
8210,male,25-34 years,117,399587,29.28,El Salvador2003,,"13,243,892,200",2507,Generation X
8211,male,15-24 years,112,537000,20.86,El Salvador2003,,"13,243,892,200",2507,Millenials
8212,male,35-54 years,102,519619,19.63,El Salvador2003,,"13,243,892,200",2507,Boomers
8213,male,55-74 years,46,269903,17.04,El Salvador2003,,"13,243,892,200",2507,Silent
8214,male,75+ years,8,52961,15.11,El Salvador2003,,"13,243,892,200",2507,Silent
8215,female,15-24 years,79,567174,13.93,El Salvador2003,,"13,243,892,200",2507,Millenials
8216,female,25-34 years,19,468892,4.05,El Salvador2003,,"13,243,892,200",2507,Generation X
8217,female,35-54 years,23,641104,3.59,El Salvador2003,,"13,243,892,200",2507,Boomers
8218,female,55-74 years,7,317915,2.2,El Salvador2003,,"13,243,892,200",2507,Silent
8219,female,5-14 years,10,707158,1.41,El Salvador2003,,"13,243,892,200",2507,Millenials
8220,female,75+ years,1,71062,1.41,El Salvador2003,,"13,243,892,200",2507,Silent
8221,male,5-14 years,3,731167,0.41,El Salvador2003,,"13,243,892,200",2507,Millenials
8222,male,25-34 years,86,399986,21.5,El Salvador2004,,"13,724,810,900",2573,Generation X
8223,male,15-24 years,108,540251,19.99,El Salvador2004,,"13,724,810,900",2573,Millenials
8224,male,35-54 years,104,525677,19.78,El Salvador2004,,"13,724,810,900",2573,Boomers
8225,male,55-74 years,42,273214,15.37,El Salvador2004,,"13,724,810,900",2573,Silent
8226,male,75+ years,7,55160,12.69,El Salvador2004,,"13,724,810,900",2573,Silent
8227,female,15-24 years,60,570702,10.51,El Salvador2004,,"13,724,810,900",2573,Millenials
8228,female,25-34 years,22,472515,4.66,El Salvador2004,,"13,724,810,900",2573,Generation X
8229,female,35-54 years,20,652329,3.07,El Salvador2004,,"13,724,810,900",2573,Boomers
8230,female,75+ years,1,73698,1.36,El Salvador2004,,"13,724,810,900",2573,Silent
8231,female,55-74 years,4,324903,1.23,El Salvador2004,,"13,724,810,900",2573,Silent
8232,female,5-14 years,8,709844,1.13,El Salvador2004,,"13,724,810,900",2573,Millenials
8233,male,5-14 years,2,734891,0.27,El Salvador2004,,"13,724,810,900",2573,Millenials
8234,male,25-34 years,86,398935,21.56,El Salvador2005,0.638,"14,698,001,400",2733,Generation X
8235,male,15-24 years,103,546352,18.85,El Salvador2005,0.638,"14,698,001,400",2733,Millenials
8236,male,55-74 years,47,276600,16.99,El Salvador2005,0.638,"14,698,001,400",2733,Silent
8237,male,35-54 years,88,530976,16.57,El Salvador2005,0.638,"14,698,001,400",2733,Boomers
8238,male,75+ years,9,57396,15.68,El Salvador2005,0.638,"14,698,001,400",2733,Silent
8239,female,15-24 years,65,576188,11.28,El Salvador2005,0.638,"14,698,001,400",2733,Millenials
8240,female,75+ years,4,76442,5.23,El Salvador2005,0.638,"14,698,001,400",2733,Silent
8241,female,25-34 years,22,475096,4.63,El Salvador2005,0.638,"14,698,001,400",2733,Generation X
8242,female,35-54 years,12,662917,1.81,El Salvador2005,0.638,"14,698,001,400",2733,Boomers
8243,female,5-14 years,12,709756,1.69,El Salvador2005,0.638,"14,698,001,400",2733,Millenials
8244,female,55-74 years,3,332256,0.9,El Salvador2005,0.638,"14,698,001,400",2733,Silent
8245,male,5-14 years,4,735965,0.54,El Salvador2005,0.638,"14,698,001,400",2733,Millenials
8246,male,25-34 years,80,401266,19.94,El Salvador2006,,"15,999,886,400",2947,Generation X
8247,male,15-24 years,89,554177,16.06,El Salvador2006,,"15,999,886,400",2947,Millenials
8248,male,75+ years,9,60827,14.8,El Salvador2006,,"15,999,886,400",2947,Silent
8249,male,35-54 years,78,537725,14.51,El Salvador2006,,"15,999,886,400",2947,Boomers
8250,male,55-74 years,32,280005,11.43,El Salvador2006,,"15,999,886,400",2947,Silent
8251,female,15-24 years,61,583805,10.45,El Salvador2006,,"15,999,886,400",2947,Millenials
8252,female,25-34 years,24,478826,5.01,El Salvador2006,,"15,999,886,400",2947,Generation X
8253,female,35-54 years,23,674459,3.41,El Salvador2006,,"15,999,886,400",2947,Boomers
8254,female,55-74 years,5,339861,1.47,El Salvador2006,,"15,999,886,400",2947,Silent
8255,female,75+ years,1,80379,1.24,El Salvador2006,,"15,999,886,400",2947,Silent
8256,male,5-14 years,5,731674,0.68,El Salvador2006,,"15,999,886,400",2947,Millenials
8257,female,5-14 years,4,706040,0.57,El Salvador2006,,"15,999,886,400",2947,Millenials
8258,male,25-34 years,114,401997,28.36,El Salvador2007,,"17,011,750,900",3111,Generation X
8259,male,35-54 years,111,543505,20.42,El Salvador2007,,"17,011,750,900",3111,Boomers
8260,male,75+ years,13,64151,20.26,El Salvador2007,,"17,011,750,900",3111,Silent
8261,male,55-74 years,53,283342,18.71,El Salvador2007,,"17,011,750,900",3111,Silent
8262,male,15-24 years,93,563128,16.51,El Salvador2007,,"17,011,750,900",3111,Millenials
8263,female,15-24 years,57,592288,9.62,El Salvador2007,,"17,011,750,900",3111,Millenials
8264,female,25-34 years,22,481271,4.57,El Salvador2007,,"17,011,750,900",3111,Generation X
8265,female,75+ years,2,84282,2.37,El Salvador2007,,"17,011,750,900",3111,Silent
8266,female,55-74 years,8,347632,2.3,El Salvador2007,,"17,011,750,900",3111,Silent
8267,female,35-54 years,14,684881,2.04,El Salvador2007,,"17,011,750,900",3111,Boomers
8268,female,5-14 years,9,698018,1.29,El Salvador2007,,"17,011,750,900",3111,Generation Z
8269,male,5-14 years,5,723366,0.69,El Salvador2007,,"17,011,750,900",3111,Generation Z
8270,male,75+ years,19,67413,28.18,El Salvador2008,,"17,986,886,200",3271,Silent
8271,male,25-34 years,103,401584,25.65,El Salvador2008,,"17,986,886,200",3271,Generation X
8272,male,35-54 years,103,548836,18.77,El Salvador2008,,"17,986,886,200",3271,Boomers
8273,male,15-24 years,106,573262,18.49,El Salvador2008,,"17,986,886,200",3271,Millenials
8274,male,55-74 years,38,286738,13.25,El Salvador2008,,"17,986,886,200",3271,Silent
8275,female,15-24 years,53,601543,8.81,El Salvador2008,,"17,986,886,200",3271,Millenials
8276,female,25-34 years,26,482895,5.38,El Salvador2008,,"17,986,886,200",3271,Generation X
8277,female,35-54 years,29,694764,4.17,El Salvador2008,,"17,986,886,200",3271,Boomers
8278,female,75+ years,1,88207,1.13,El Salvador2008,,"17,986,886,200",3271,Silent
8279,female,5-14 years,5,686491,0.73,El Salvador2008,,"17,986,886,200",3271,Generation Z
8280,male,5-14 years,5,711888,0.7,El Salvador2008,,"17,986,886,200",3271,Generation Z
8281,female,55-74 years,2,355666,0.56,El Salvador2008,,"17,986,886,200",3271,Silent
8282,male,25-34 years,120,400776,29.94,El Salvador2009,,"17,601,616,000",3184,Generation X
8283,male,35-54 years,113,554321,20.39,El Salvador2009,,"17,601,616,000",3184,Boomers
8284,male,75+ years,13,70655,18.4,El Salvador2009,,"17,601,616,000",3184,Silent
8285,male,55-74 years,49,290324,16.88,El Salvador2009,,"17,601,616,000",3184,Silent
8286,male,15-24 years,95,584388,16.26,El Salvador2009,,"17,601,616,000",3184,Millenials
8287,female,15-24 years,55,611290,9.0,El Salvador2009,,"17,601,616,000",3184,Millenials
8288,female,25-34 years,27,484388,5.57,El Salvador2009,,"17,601,616,000",3184,Generation X
8289,female,35-54 years,16,704865,2.27,El Salvador2009,,"17,601,616,000",3184,Boomers
8290,female,75+ years,2,92201,2.17,El Salvador2009,,"17,601,616,000",3184,Silent
8291,female,55-74 years,7,364066,1.92,El Salvador2009,,"17,601,616,000",3184,Silent
